0	0.02175
0	0.0261
0	0.02375
0	0.025075
0	0.02265
0	0.02345
0	0.02395
0	0.02475
0	0.02425
0	0.0227
0	0.02435
0	0.024
0	0.0218
0	0.02385
0	0.0246
0	0.025025
0	0.02505
0	0.0251
0	0.0229
0	0.023625
0	0.02455
0	0.02345
0	0.0229125
0	0.0255
0	0.0229
0	0.0249
0	0.0245375
0	0.02405
0	0.0236375
0	0.0235875
0	0.0246125
0	0.0221
0	0.025425
0	0.025
0	0.0235625
0	0.0261
0	0.02405
0	0.0264375
0	0.024775
0	0.0245
0	0.02525
0	0.0246
0	0.0218375
0	0.0239
0	0.02615
0	0.02435
0	0.02495
0	0.024325
0	0.0240125
0	0.025325
