1	0.0246125
2	0.02535
3	0.02635
4	0.0253625
5	0.025925
6	0.0266
7	0.02555
8	0.02555
9	0.0238
10	0.025625
11	0.0265
12	0.02795
13	0.02435
14	0.02485
15	0.0267
16	0.0243
17	0.0236
18	0.0265125
19	0.0265125
20	0.0256
21	0.0253875
22	0.0269
23	0.0253875
24	0.024675
25	0.0273
26	0.02565
27	0.02525
28	0.02295
29	0.021825
30	0.0244625
31	0.025775
32	0.02835
33	0.024825
34	0.023775
35	0.0255
36	0.02555
37	0.0263
38	0.02505
39	0.0253375
40	0.02545
41	0.02785
42	0.02405
43	0.023675
44	0.025725
45	0.0255
46	0.025375
47	0.0269
48	0.0257
49	0.024125
50	0.0256
